"","CLNT_ID","CLNT_AGE","CLNT_GENDER"
"1724",3769950,20,"F"
"2161",4447358,20,"F"
"2406",5755896,20,"F"
"2686",5719150,20,"F"
"3276",4662730,20,"F"
"3768",1101170,20,"F"
"4153",5166031,20,"F"
"4677",5307951,20,"F"
"4779",5388162,20,"F"
"5113",994611,20,"F"
"6022",1556233,20,"F"
"7129",751234,20,"F"
"7130",751448,20,"F"
"7455",245733,20,"F"
"7543",170442,20,"F"
"7624",266953,20,"F"
"7800",2192881,20,"F"
"7849",2210930,20,"F"
"8293",5457034,20,"F"
"8635",5568155,20,"F"
"8684",5583908,20,"F"
"8999",415554,20,"F"
"9252",316781,20,"F"
"9407",1231921,20,"F"
"9455",1038661,20,"F"
"9535",1253115,20,"F"
"9662",1256403,20,"F"
"9859",1359890,20,"F"
"9891",1362849,20,"F"
"10226",4080416,20,"F"
"10298",4056771,20,"F"
"10328",4137928,20,"F"
"10625",2126919,20,"F"
"11275",1454829,20,"F"
"11301",1632877,20,"F"
"11324",1643744,20,"F"
"11458",3948523,20,"F"
"11551",4008798,20,"F"
"11966",182635,20,"F"
"12022",200840,20,"F"
"12050",279673,20,"F"
"12190",295440,20,"F"
"12290",387985,20,"F"
"13464",351222,20,"F"
"13699",3100404,20,"F"
"13817",3216967,20,"F"
"14599",4689788,20,"F"
"14863",2337930,20,"F"
"14969",2246178,20,"F"
"15115",3192214,20,"F"
"15163",3382376,20,"F"
"15402",5739435,20,"F"
"16034",2551361,20,"F"
"16089",2566907,20,"F"
"16125",2745626,20,"F"
"17258",2001137,20,"F"
"17411",2802602,20,"F"
"18219",3830524,20,"F"
"18702",4730959,20,"F"
"18917",4807941,20,"F"
"18995",4759891,20,"F"
"19668",5162784,20,"F"
"19909",5338099,20,"F"
"19938",5596394,20,"F"
"20090",140057,20,"F"
"21031",5058214,20,"F"
"21047",5062177,20,"F"
"21646",2514415,20,"F"
"21735",2512297,20,"F"
"21802",2600007,20,"F"
"22039",2444102,20,"F"
"22485",4195299,20,"F"
"23307",5594397,20,"F"
"23329",5659645,20,"F"
"23421",5675527,20,"F"
"23478",1776051,20,"F"
"23739",1804400,20,"F"
"24023",428854,20,"F"
"25352",5345847,20,"F"
"25805",530131,20,"F"
"25851",307167,20,"F"
"25949",325133,20,"F"
"26090",343243,20,"F"
"26117",422710,20,"F"
"26445",2366724,20,"F"
"26582",1124366,20,"F"
"26676",721902,20,"F"
"26790",730935,20,"F"
"26809",731775,20,"F"
"27569",1708534,20,"F"
"27671",1916286,20,"F"
"27737",1734885,20,"F"
"27905",1205327,20,"F"
"28287",1179014,20,"F"
"28495",1376673,20,"F"
"29028",6046289,20,"F"
"30120",2478386,20,"F"
"30548",1542324,20,"F"
"30623",4290657,20,"F"
"31021",4382849,20,"F"
"31149",4391512,20,"F"
"31259",4440505,20,"F"
"31589",2885333,20,"F"
"31993",1032224,20,"F"
"31999",1029572,20,"F"
"32125",1241705,20,"F"
"32898",2827184,20,"F"
"33387",1731981,20,"F"
"33612",1948982,20,"F"
"33692",1829512,20,"F"
"33967",6509203,20,"F"
"34182",6553788,20,"F"
"34542",2147261,20,"F"
"34596",1287912,20,"F"
"34879",1316183,20,"F"
"35179",1632217,20,"F"
"35912",2377217,20,"F"
"36162",2864561,20,"F"
"36220",3022980,20,"F"
"36509",2977314,20,"F"
"36541",3058572,20,"F"
"36577",2080728,20,"F"
"36620",1881229,20,"F"
"36847",1992691,20,"F"
"37590",1597861,20,"F"
"37919",2876621,20,"F"
"38093",2958769,20,"F"
"38855",6178228,20,"F"
"39162",2909535,20,"F"
"40082",1929381,20,"F"
"40315",2046022,20,"F"
"40986",1994869,20,"F"
"41341",2840822,20,"F"
"41776",3070037,20,"F"
"41957",2980053,20,"F"
"41996",2991418,20,"F"
"42274",6034186,20,"F"
"42290",5863652,20,"F"
"42323",5877111,20,"F"
"42515",5959532,20,"F"
"42597",2442314,20,"F"
"42778",2531182,20,"F"
"42952",2560628,20,"F"
"43092",2590735,20,"F"
"43180",2769735,20,"F"
"43507",4174987,20,"F"
"44156",2539615,20,"F"
"44401",3670859,20,"F"
"44583",3695888,20,"F"
"44988",2995325,20,"F"
"45829",3228486,20,"F"
"45873",3240333,20,"F"
"47212",4050661,20,"F"
"47257",4133327,20,"F"
"47381",4143903,20,"F"
"47403",4142788,20,"F"
"47413",4147959,20,"F"
"47431",4149218,20,"F"
"47549",2503148,20,"F"
"48126",107030,20,"F"
"48149",114840,20,"F"
"48359",140292,20,"F"
"48915",5020717,20,"F"
"49201",3990859,20,"F"
"49236",4010029,20,"F"
"49471",3359571,20,"F"
"49774",4125590,20,"F"
"49870",4408779,20,"F"
"49909",4485584,20,"F"
"49959",4438755,20,"F"
"50055",4507820,20,"F"
"50398",4543522,20,"F"
"50522",2230980,20,"F"
"50584",2241966,20,"F"
"50799",3417199,20,"F"
"51678",3360471,20,"F"
"51813",3888644,20,"F"
"53308",3710704,20,"F"
"53440",3778779,20,"F"
"53485",3801000,20,"F"
"53634",4764166,20,"F"
"53762",4779359,20,"F"
"54038",4836354,20,"F"
"54469",5437112,20,"F"
"54480",5436052,20,"F"
"54539",3187245,20,"F"
"54751",3393411,20,"F"
"54802",3405107,20,"F"
"54936",3476747,20,"F"
"55457",4577703,20,"F"
"55906",4954021,20,"F"
"56242",4130085,20,"F"
"56267",4206716,20,"F"
"56362",4231804,20,"F"
"56643",4288122,20,"F"
"56791",4293392,20,"F"
"57000",4375264,20,"F"
"57296",2451330,20,"F"
"57349",2630544,20,"F"
"57469",2813041,20,"F"
"57763",3119941,20,"F"
"58416",102789,20,"F"
"58520",5197157,20,"F"
"58585",5142914,20,"F"
"58809",5162670,20,"F"
"58864",5240071,20,"F"
"58903",5171914,20,"F"
"59866",4219961,20,"F"
"60390",4314815,20,"F"
"60441",4362165,20,"F"
"60452",4360770,20,"F"
"60609",4371763,20,"F"
"61300",6262909,20,"F"
"62191",6415288,20,"F"
"62337",6514849,20,"F"
"62490",5418298,20,"F"
"62936",5628381,20,"F"
"63049",961096,20,"F"
"63130",847260,20,"F"
"63429",892979,20,"F"
"64463",4042461,20,"F"
"64474",4040779,20,"F"
"64578",4086396,20,"F"
"65146",4695099,20,"F"
"65555",3871336,20,"F"
"65972",5414698,20,"F"
"66083",5418698,20,"F"
"66111",5431972,20,"F"
"66470",4425330,20,"F"
"66512",4397587,20,"F"
"66577",4426687,20,"F"
"66676",4493625,20,"F"
"66772",4461827,20,"F"
"67420",5665755,20,"F"
"67510",5647546,20,"F"
"67833",30833,20,"F"
"68216",141135,20,"F"
"68380",232399,20,"F"
"68570",183963,20,"F"
"68803",288553,20,"F"
"68880",383972,20,"F"
"69042",497666,20,"F"
"69457",4779438,20,"F"
"69491",4699769,20,"F"
"69681",661714,20,"F"
"69795",489867,20,"F"
"69958",587128,20,"F"
"70211",810150,20,"F"
"70491",5236829,20,"F"
"71161",226472,20,"F"
"71439",178374,20,"F"
"72584",5848911,20,"F"
"72602",666978,20,"F"
"72633",677416,20,"F"
"73568",5406732,20,"F"
"73889",5789830,20,"F"
"73895",5790546,20,"F"
"74209",1562582,20,"F"
"74359",3506464,20,"F"
"74727",1938680,20,"F"
"74825",1834047,20,"F"
"74989",2044226,20,"F"
"75288",2069500,20,"F"
"75391",1969798,20,"F"
"75546",2176361,20,"F"
"76033",5835391,20,"F"
"76069",5834360,20,"F"
"76700",4878243,20,"F"
"76814",4946189,20,"F"
"77208",4854091,20,"F"
"77676",6038071,20,"F"
"77852",6551943,20,"F"
"78000",5953669,20,"F"
"78195",5974570,20,"F"
"78208",5980752,20,"F"
"78228",5985235,20,"F"
"78250",5986592,20,"F"
"78368",6080893,20,"F"
"78396",6088568,20,"F"
"78500",293450,20,"F"
"78917",719813,20,"F"
"79286",5608679,20,"F"
"79734",119644,20,"F"
"80280",2328862,20,"F"
"80322",2142880,20,"F"
"80323",2143137,20,"F"
"80360",2150276,20,"F"
"80504",2162208,20,"F"
"80515",2171622,20,"F"
"80537",2249011,20,"F"
"80762",3441073,20,"F"
"80887",2612481,20,"F"
"81056",2530674,20,"F"
"81102",377855,20,"F"
"81149",954177,20,"F"
"81262",965874,20,"F"
"81832",989305,20,"F"
"81917",1195968,20,"F"
"82004",1008076,20,"F"
"82226",1002054,20,"F"
"82237",1003615,20,"F"
"82425",610980,20,"F"
"82559",626907,20,"F"
"82568",2324618,20,"F"
"82623",2336020,20,"F"
"83421",274752,20,"F"
"83617",370943,20,"F"
"83700",397036,20,"F"
"83899",3589268,20,"F"
"84025",3596531,20,"F"
"84590",4520176,20,"F"
"84629",4460083,20,"F"
"84709",4557893,20,"F"
"84789",4545672,20,"F"
"85188",442599,20,"F"
"85660",4275729,20,"F"
"85860",4257175,20,"F"
"85870",4267083,20,"F"
"85912",4348774,20,"F"
"85995",4322165,20,"F"
"86251",4389179,20,"F"
"86321",922763,20,"F"
"86403",358795,20,"F"
"87699",5878490,20,"F"
"87941",6096262,20,"F"
"88759",542694,20,"F"
"89146",37115,20,"F"
"89384",865477,20,"F"
"89563",881416,20,"F"
"90003",1396299,20,"F"
"90226",1500264,20,"F"
"90263",1298423,20,"F"
"90583",2937236,20,"F"
"90771",2846015,20,"F"
"91318",2670638,20,"F"
"91580",2799013,20,"F"
"91709",2875807,20,"F"
"91809",6317645,20,"F"
"91914",6235071,20,"F"
"92305",957947,20,"F"
"92824",1090463,20,"F"
"93089",413932,20,"F"
"93511",1179044,20,"F"
"93582",1385173,20,"F"
"93696",1664660,20,"F"
"93845",1576600,20,"F"
"94330",1699624,20,"F"
"94440",676003,20,"F"
"95689",6342456,20,"F"
"96123",483310,20,"F"
"96278",777284,20,"F"
"97255",5976887,20,"F"
"97374",6083861,20,"F"
"97393",6017582,20,"F"
"97526",6162472,20,"F"
"98194",643533,20,"F"
"98539",936068,20,"F"
"98591",753284,20,"F"
"98696",949827,20,"F"
"98737",763062,20,"F"
"98833",966787,20,"F"
"98863",971619,20,"F"
"99203",1079911,20,"F"
"99624",1014049,20,"F"
"99659",1023619,20,"F"
"100287",1371228,20,"F"
"100422",1467368,20,"F"
"100544",1674532,20,"F"
"100834",625017,20,"F"
"101010",1731734,20,"F"
"101083",2724670,20,"F"
"101119",2728082,20,"F"
"101679",4476819,20,"F"
"101754",4533548,20,"F"
"102200",3079754,20,"F"
"102242",2987288,20,"F"
"102251",2991583,20,"F"
"103257",6196310,20,"F"
"103455",6368346,20,"F"
"103761",1904742,20,"F"
"104089",106489,20,"F"
"104391",54898,20,"F"
"104419",59014,20,"F"
"104793",5445795,20,"F"
"104931",5524448,20,"F"
"105049",6355858,20,"F"
"105180",2044471,20,"F"
"105193",2049521,20,"F"
"105268",1854259,20,"F"
"105435",5992690,20,"F"
"105596",6163064,20,"F"
"105863",6290010,20,"F"
"106079",6378149,20,"F"
"106217",6487844,20,"F"
"106249",6387483,20,"F"
"106512",1501970,20,"F"
"106712",1404802,20,"F"
"107155",2610243,20,"F"
"107302",2523615,20,"F"
"107694",671992,20,"F"
"107758",684749,20,"F"
"108080",791143,20,"F"
"108085",793530,20,"F"
"108692",5938167,20,"F"
"108781",5859907,20,"F"
"109104",1038080,20,"F"
"109152",1232166,20,"F"
"109177",1241920,20,"F"
"109364",3403485,20,"F"
"109855",2304659,20,"F"
"110104",2409799,20,"F"
"110210",2616165,20,"F"
"110239",2419045,20,"F"
"110452",1948854,20,"F"
"110541",1835395,20,"F"
"110951",405461,20,"F"
"110985",419715,20,"F"
"112072",3128706,20,"F"
"112269",3230928,20,"F"
"113024",6479149,20,"F"
"113827",2105182,20,"F"
"114275",1486096,20,"F"
"114890",3967775,20,"F"
"114973",5151302,20,"F"
"115104",5778951,20,"F"
"115467",5885863,20,"F"
"115948",6433868,20,"F"
"116197",4582804,20,"F"
"116630",6347458,20,"F"
"116701",6265001,20,"F"
"116924",1783218,20,"F"
"117754",260475,20,"F"
"118363",6135829,20,"F"
"118430",512199,20,"F"
"118570",311891,20,"F"
"118848",430139,20,"F"
"119147",1738311,20,"F"
"119587",6521089,20,"F"
"119874",1525209,20,"F"
"120067",1414104,20,"F"
"120512",3906647,20,"F"
"120653",3993812,20,"F"
"121722",2765862,20,"F"
"121818",2677325,20,"F"
"121832",2678293,20,"F"
"122028",2795406,20,"F"
"122103",2885297,20,"F"
"122393",3758508,20,"F"
"122536",3806011,20,"F"
"122549",3778957,20,"F"
"123687",1310050,20,"F"
"124154",1631058,20,"F"
"124361",1467801,20,"F"
"125724",2037639,20,"F"
"125839",2047422,20,"F"
"125960",1869249,20,"F"
"127308",2330220,20,"F"
"127424",2153818,20,"F"
"127897",2574086,20,"F"
"128405",2705370,20,"F"
"128777",3108415,20,"F"
"128942",6528559,20,"F"
"129493",1603727,20,"F"
"129648",1693362,20,"F"
"129769",1711766,20,"F"
"130187",2862646,20,"F"
"130848",5238487,20,"F"
"131064",5339564,20,"F"
"131116",5283394,20,"F"
"131195",5301231,20,"F"
"131284",4624322,20,"F"
"131668",1419147,20,"F"
"131743",1619466,20,"F"
"131894",1639829,20,"F"
"132374",2772422,20,"F"
"132572",2794495,20,"F"
"132607",2801002,20,"F"
"133272",6390145,20,"F"
"133496",6407172,20,"F"
"133793",4981415,20,"F"
"133832",4962546,20,"F"
"134058",5003157,20,"F"
"134133",5026473,20,"F"
"134305",2374609,20,"F"
"135370",2367318,20,"F"
"135388",2371328,20,"F"
"135841",2730179,20,"F"
"135935",2922475,20,"F"
"136641",3578047,20,"F"
"137002",1967582,20,"F"
"137609",3956728,20,"F"
"137666",4000599,20,"F"
"138083",4086450,20,"F"
"138251",3126275,20,"F"
"138304",3144649,20,"F"
"138508",1646377,20,"F"
"138681",1671228,20,"F"
"138963",1582330,20,"F"
"139203",4432835,20,"F"
"139358",4501713,20,"F"
"139465",4467820,20,"F"
"139469",4460797,20,"F"
"139581",3043503,20,"F"
"140710",3498735,20,"F"
"140785",3931963,20,"F"
"140848",3899806,20,"F"
"141200",4722968,20,"F"
"141689",4903709,20,"F"
"141847",4920862,20,"F"
"142091",3650108,20,"F"
"142274",5062658,20,"F"
"142693",5188110,20,"F"
"142868",5210052,20,"F"
"143102",3821144,20,"F"
"143228",2907875,20,"F"
"143231",2908123,20,"F"
"143314",3378196,20,"F"
"143562",5034159,20,"F"
"143585",5036430,20,"F"
"143742",5134003,20,"F"
"143801",5195109,20,"F"
"143839",5203510,20,"F"
"144492",1354689,20,"F"
"144502",1356623,20,"F"
"144750",2201200,20,"F"
"145502",2619020,20,"F"
"145547",2446422,20,"F"
"145732",2807682,20,"F"
"146216",3546300,20,"F"
"146224",3553421,20,"F"
"146328",3562646,20,"F"
"146376",3891054,20,"F"
"146800",3979511,20,"F"
"147152",3739873,20,"F"
"147370",3792905,20,"F"
"148104",1353477,20,"F"
"148307",3656798,20,"F"
"148525",3863950,20,"F"
"148545",3873581,20,"F"
"148645",4122306,20,"F"
"148689",4153899,20,"F"
"148790",4211208,20,"F"
"149384",4663832,20,"F"
"149619",3308523,20,"F"
"149625",3305786,20,"F"
"150647",4030388,20,"F"
"150653",4033167,20,"F"
"151628",3687991,20,"F"
"151805",400700,20,"F"
"151988",522109,20,"F"
"152047",301069,20,"F"
"152149",327205,20,"F"
"152679",816549,20,"F"
"152763",891687,20,"F"
"153138",3512993,20,"F"
"154053",4465688,20,"F"
"154070",4476359,20,"F"
"154365",2236719,20,"F"
"154389",2241678,20,"F"
"154501",1974914,20,"F"
"154755",2462573,20,"F"
"155056",2495192,20,"F"
"155158",2399432,20,"F"
"155171",2399951,20,"F"
"155235",1588755,20,"F"
"155246",1586539,20,"F"
"155522",6493696,20,"F"
"156805",3538386,20,"F"
"156885",4970389,20,"F"
"156997",5017175,20,"F"
"157069",5072467,20,"F"
"157266",5112876,20,"F"
"157704",4162255,20,"F"
"157738",4170700,20,"F"
"157808",4210869,20,"F"
"157848",4214233,20,"F"
"157890",4189391,20,"F"
"158083",4288725,20,"F"
"158416",4252800,20,"F"
"158431",4248302,20,"F"
"158533",4301109,20,"F"
"158673",4324055,20,"F"
"158905",4370550,20,"F"
"159201",4511393,20,"F"
"159361",4582306,20,"F"
"159409",4545717,20,"F"
"159563",3660646,20,"F"
"159783",5194089,20,"F"
"159796",5199995,20,"F"
"160112",5446287,20,"F"
"160187",5516649,20,"F"
"160248",5455904,20,"F"
"160414",5624637,20,"F"
"160522",5627348,20,"F"
"160852",3095549,20,"F"
"161056",3118455,20,"F"
"161598",3343643,20,"F"
"161763",3433162,20,"F"
"161796",5184787,20,"F"
"161835",5122913,20,"F"
"161908",5143165,20,"F"
"162050",6115531,20,"F"
"163000",1075520,20,"F"
"164229",4973189,20,"F"
"164644",3855263,20,"F"
"165344",3469294,20,"F"
"165698",6140767,20,"F"
"165982",6243634,20,"F"
"165992",6333851,20,"F"
"166285",3562449,20,"F"
"166437",3717677,20,"F"
"166745",3740475,20,"F"
"166994",3767994,20,"F"
"167632",4300375,20,"F"
"168023",4672149,20,"F"
"168108",4708083,20,"F"
"168547",4750371,20,"F"
"168792",4858750,20,"F"
"168854",4628422,20,"F"
"168862",4634171,20,"F"
"169178",5692955,20,"F"
"169356",5715645,20,"F"
"169497",5722768,20,"F"
"169657",5887093,20,"F"
"169859",5070301,20,"F"
"170240",4129153,20,"F"
"170241",4123415,20,"F"
"170377",5167128,20,"F"
"170573",5260326,20,"F"
"170619",5265031,20,"F"
"170694",5347235,20,"F"
"170807",5358608,20,"F"
"171505",6122110,20,"F"
"171538",6131394,20,"F"
"171625",6224962,20,"F"
"172692",2991872,20,"F"
"173569",6067222,20,"F"
"173666",6081173,20,"F"
"174148",3882258,20,"F"
"174424",4220203,20,"F"
"174581",4234180,20,"F"
"175583",5471844,20,"F"
"175802",5777108,20,"F"
"175983",401769,20,"F"
"175998",404392,20,"F"
"176063",415007,20,"F"
"176265",316792,20,"F"
"176497",349849,20,"F"
"176726",718231,20,"F"
"176789",5249276,20,"F"
"177262",4806410,20,"F"
"177293",4816645,20,"F"
"177298",4755834,20,"F"
"177757",4939950,20,"F"
"177796",4949067,20,"F"
"178707",6053768,20,"F"
"179394",2760589,20,"F"
"179561",3347002,20,"F"
"179629",3283239,20,"F"
"180600",5759580,20,"F"
"180965",1707287,20,"F"
"181229",931639,20,"F"
"181611",1053929,20,"F"
"181795",1076177,20,"F"
"181851",1087624,20,"F"
"181999",1988929,20,"F"
"182069",2176132,20,"F"
"182127",3082549,20,"F"
"182257",3199613,20,"F"
"182382",3207003,20,"F"
"182416",3219953,20,"F"
"182559",3140318,20,"F"
"182782",4774084,20,"F"
"183999",5902549,20,"F"
"184142",5909460,20,"F"
"184153",5904817,20,"F"
"184451",200244,20,"F"
"184479",207190,20,"F"
"184647",361713,20,"F"
"184839",5442147,20,"F"
"185048",5543651,20,"F"
"185961",5393599,20,"F"
"186048",5463649,20,"F"
"186167",731522,20,"F"
"186722",1219812,20,"F"
"186923",1249063,20,"F"
"187067",1337859,20,"F"
"187131",1165352,20,"F"
"187235",1451981,20,"F"
"188048",6056092,20,"F"
"188358",5994803,20,"F"
"188567",6011111,20,"F"
"188899",2796270,20,"F"
"189464",3547324,20,"F"
"189506",3553932,20,"F"
"189879",3712923,20,"F"
"190138",5784567,20,"F"
"190262",5717879,20,"F"
"190282",5718010,20,"F"
"190701",5838103,20,"F"
"191103",2171947,20,"F"
"192028",92898,20,"F"
"192124",30963,20,"F"
"192497",230963,20,"F"
"192620",242229,20,"F"
"192850",6382319,20,"F"
"192876",6466409,20,"F"
"193324",6433771,20,"F"
"193359",6507830,20,"F"
"193456",6529559,20,"F"
"194028",5860889,20,"F"
"194500",699591,20,"F"
"194608",590396,20,"F"
"194641",785536,20,"F"
"194688",797557,20,"F"
"195030",2080625,20,"F"
"195373",4950659,20,"F"
"195584",5421123,20,"F"
"196485",3147387,20,"F"
"196782",1656912,20,"F"
"196870",1553853,20,"F"
"196891",1665128,20,"F"
"200206",2419327,20,"F"
"200231",2594913,20,"F"
"200248",2600842,20,"F"
"200453",2726874,20,"F"
"200470",2806977,20,"F"
"201657",6584958,20,"F"
"202116",258313,20,"F"
"202275",2264335,20,"F"
"202307",2374015,20,"F"
"202619",2139596,20,"F"
"202976",2527442,20,"F"
"203136",5673933,20,"F"
"204023",5988619,20,"F"
"204160",6171275,20,"F"
"204494",6560276,20,"F"
"205355",3090860,20,"F"
"205356",3090922,20,"F"
"205427",3099558,20,"F"
"205584",3118886,20,"F"
"205837",3315878,20,"F"
"206265",863500,20,"F"
"207381",5107748,20,"F"
"207486",5184012,20,"F"
"207811",5431781,20,"F"
"207903",5495959,20,"F"
"208106",5525383,20,"F"
"208114",5528971,20,"F"
"208214",5553686,20,"F"
"208351",5569759,20,"F"
"208895",291055,20,"F"
"209029",392651,20,"F"
"209090",410612,20,"F"
"209184",507314,20,"F"
"209613",431481,20,"F"
"209659",711942,20,"F"
"209669",824824,20,"F"
"211008",5757514,20,"F"
"211011",5752226,20,"F"
"211127",4011017,20,"F"
"211295",4035032,20,"F"
"211383",6297778,20,"F"
"211422",6449152,20,"F"
"211565",1364546,20,"F"
"212802",4704481,20,"F"
"214465",5472413,20,"F"
"214504",5397728,20,"F"
"214624",5498122,20,"F"
"215152",6337699,20,"F"
"215618",3439179,20,"F"
"215839",3053740,20,"F"
"215965",2978406,20,"F"
"216362",4219584,20,"F"
"216388",4168908,20,"F"
"216791",1542709,20,"F"
"216942",1557263,20,"F"
"217064",1780829,20,"F"
"217066",1569336,20,"F"
"217187",1785558,20,"F"
"217828",1318872,20,"F"
"217901",1331262,20,"F"
"218743",3881165,20,"F"
"218784",3842849,20,"F"
"218962",3934282,20,"F"
"219122",4937014,20,"F"
"219184",4887058,20,"F"
"219266",6113837,20,"F"
"219342",673244,20,"F"
"219570",582274,20,"F"
"219667",781390,20,"F"
"219735",599690,20,"F"
"219940",622402,20,"F"
"220428",1215376,20,"F"
"220509",1027642,20,"F"
"220767",4054396,20,"F"
"221276",4500109,20,"F"
"221340",4514276,20,"F"
"221756",6542635,20,"F"
"222406",2248394,20,"F"
"222738",2543634,20,"F"
"222938",2571703,20,"F"
"223511",5866573,20,"F"
"223512",5866626,20,"F"
"223844",6391178,20,"F"
"223901",6396637,20,"F"
"223931",6491949,20,"F"
"224012",6579452,20,"F"
"224050",6582808,20,"F"
"224092",6411514,20,"F"
"224113",6415056,20,"F"
"224741",88909,20,"F"
"225230",1729275,20,"F"
"225420",1553015,20,"F"
"225530",1560917,20,"F"
"226124",5880052,20,"F"
"226380",5979905,20,"F"
"226522",6074430,20,"F"
"226545",5988418,20,"F"
"226962",6365802,20,"F"
"226983",6364103,20,"F"
"227521",1623845,20,"F"
"227882",1946762,20,"F"
"228449",2085121,20,"F"
"229003",6307874,20,"F"
"229105",6154669,20,"F"
"229109",6147464,20,"F"
"229428",6354156,20,"F"
"229532",6188689,20,"F"
"229540",6183685,20,"F"
"229686",6014894,20,"F"
"230084",754392,20,"F"
"230269",2418012,20,"F"
"230507",651284,20,"F"
"230596",673887,20,"F"
"231291",3861966,20,"F"
"231508",5142432,20,"F"
"231624",5225529,20,"F"
"231745",5255150,20,"F"
"231950",5336970,20,"F"
"232186",5371498,20,"F"
"233029",3310798,20,"F"
"233120",3240452,20,"F"
"233681",4690648,20,"F"
"233714",4765145,20,"F"
"234254",416725,20,"F"
"234340",512384,20,"F"
"234511",531256,20,"F"
"234649",342654,20,"F"
"234823",438389,20,"F"
"234963",1651079,20,"F"
"235374",1708717,20,"F"
"235449",1998730,20,"F"
"236074",1827260,20,"F"
"236476",1883628,20,"F"
"236479",1891593,20,"F"
"236675",4628239,20,"F"
"236722",4585207,20,"F"
"237061",5674390,20,"F"
"237167",5773410,20,"F"
"237215",5778216,20,"F"
"238419",3884225,20,"F"
"238517",2866234,20,"F"
"238806",3067362,20,"F"
"238964",3157906,20,"F"
"239722",6309877,20,"F"
"240410",1197015,20,"F"
"240691",2589478,20,"F"
"240707",2586704,20,"F"
"240947",2800732,20,"F"
"240986",2874656,20,"F"
"241000",2883700,20,"F"
"241265",1131753,20,"F"
"242035",1518803,20,"F"
"242121",1525347,20,"F"
"242379",1638362,20,"F"
"242668",2658011,20,"F"
"242752",2551345,20,"F"
"242912",2591165,20,"F"
"242977",2755970,20,"F"
"243225",1576268,20,"F"
"243625",6209921,20,"F"
"243705",6300131,20,"F"
"243815",3845290,20,"F"
"244065",4226351,20,"F"
"244128",4246080,20,"F"
"244469",4351292,20,"F"
"244499",4312027,20,"F"
"244531",4321866,20,"F"
"245219",616969,20,"F"
"245324",617197,20,"F"
"245549",1734290,20,"F"
"245648",1729632,20,"F"
"245947",1978268,20,"F"
"246126",2274084,20,"F"
"246807",2847471,20,"F"
"246817",2849277,20,"F"
"246870",2935529,20,"F"
"247218",2357588,20,"F"
"247481",6486744,20,"F"
"247578",6408204,20,"F"
"248225",938460,20,"F"
"248457",971176,20,"F"
"249016",5038667,20,"F"
"249160",2917907,20,"F"
"249163",2912017,20,"F"
"249174",2925914,20,"F"
"249315",3200035,20,"F"
"249607",3146323,20,"F"
"249679",3319539,20,"F"
"250397",221014,20,"F"
"250398",221446,20,"F"
"250418",223107,20,"F"
"251105",184730,20,"F"
"251807",3556322,20,"F"
"252511",3733989,20,"F"
"252744",1605849,20,"F"
"252940",1705310,20,"F"
"253241",2191763,20,"F"
"253355",2024756,20,"F"
"254026",4412741,20,"F"
"254201",5430107,20,"F"
"254547",5139866,20,"F"
"254710",5158261,20,"F"
"255008",5726412,20,"F"
"255178",5897141,20,"F"
"255269",1041547,20,"F"
"255666",1342407,20,"F"
"255829",2260593,20,"F"
"255874",2376539,20,"F"
"256464",1299605,20,"F"
"256536",2369442,20,"F"
"256627",2364258,20,"F"
"256764",2559887,20,"F"
"256849",4834335,20,"F"
"256955",5534661,20,"F"
"256963",5538342,20,"F"
"257221",5566062,20,"F"
"257326",5655700,20,"F"
"257349",5663705,20,"F"
"257398",5592709,20,"F"
"257446",5675168,20,"F"
"257617",5691579,20,"F"
"258032",2435984,20,"F"
"258269",2915216,20,"F"
"258717",2950321,20,"F"
"259090",2781228,20,"F"
"259159",2693403,20,"F"
"259198",3344098,20,"F"
"259268",3260616,20,"F"
"259495",3442053,20,"F"
"259560",4441762,20,"F"
"259867",3909425,20,"F"
"260018",3957056,20,"F"
"260360",4070750,20,"F"
"260871",2322788,20,"F"
"260874",2325051,20,"F"
"261012",2150655,20,"F"
"261561",4194066,20,"F"
"261725",6198995,20,"F"
"262199",5990084,20,"F"
"262217",5998974,20,"F"
"262322",6161361,20,"F"
"262601",6201369,20,"F"
"262948",6232765,20,"F"
"263275",1866104,20,"F"
"263330",2058446,20,"F"
"263914",3937377,20,"F"
"264043",3951054,20,"F"
"264562",5828124,20,"F"
"264947",5861261,20,"F"
"264951",5862646,20,"F"
"265183",4469991,20,"F"
"265202",4479891,20,"F"
"265359",4570091,20,"F"
"265479",4631288,20,"F"
"265548",4592147,20,"F"
"265560",4602667,20,"F"
"265568",4598416,20,"F"
"265752",4659246,20,"F"
"265998",4793342,20,"F"
"266209",2389770,20,"F"
"266842",3721160,20,"F"
"267387",6075654,20,"F"
"267565",6084247,20,"F"
"267679",6032146,20,"F"
"267709",6295139,20,"F"
"267818",6460001,20,"F"
"267917",6386110,20,"F"
"268652",2725041,20,"F"
"268939",3178990,20,"F"
"269264",3297034,20,"F"
"270226",682601,20,"F"
"270425",785881,20,"F"
"270434",782074,20,"F"
"270466",793269,20,"F"
"270568",803421,20,"F"
"270608",810639,20,"F"
"272236",4954662,20,"F"
"273469",216344,20,"F"
"273668",246711,20,"F"
"273830",2426685,20,"F"
"273973",4861060,20,"F"
"275306",4770366,20,"F"
"275651",974319,20,"F"
"275750",1052647,20,"F"
"275953",1073648,20,"F"
"275964",1077474,20,"F"
"276277",2199341,20,"F"
