"","CLNT_ID","SESS_ID","KWD_NM","SEARCH_CNT"
"686254",1562501,9402701,"7부바지",1
"686255",1562501,9402701,"남성바지",1
"686256",1562501,9113352,"티비제이티셔츠",1
"686257",1562501,9113352,"반팔후드티",1
"686357",6416806,9407147,"지오지아",1
"686358",6416806,9407147,"컨셉원",1
"686746",1205244,9076936,"나이키 골프화",1
"686747",1205244,9059562,"달걀찜기",1
"686784",1200673,2868371,"정관장 에브리타임",2
"686917",3344306,3301553,"나이키 어드밴스",3
"686918",3344306,3301553,"나이키 nsw",1
"687249",236507,7549889,"여성샌들",6
"687250",236507,5554585,"크리드 어벤투스",1
"687251",236507,7549889,"아닉구딸",3
"687330",243040,10877719,"아디다스 마샬아츠",1
"687937",3644718,172969,"805163-010",5
"687938",3644718,253161,"805163-010",2
"687939",3644718,253161,"나이키 테크플리스 조거",3
"687940",3644718,253161,"892912-010",1
"687941",3644718,253161,"나이키운동화",2
"688275",3831749,1239945,"지오다노 맨투맨",1
"688276",3831749,1239945,"지오다노",2
"688277",3831749,1239945,"스파오",1
"688278",3831749,1239945,"플루크",1
"688279",3831749,1239945,"탑텐 슬랙스",1
"688280",3831749,1239945,"스파오 슬랙스",1
"688281",3831749,1239945,"에잇세컨즈",2
"688282",3831749,1239945,"남성 맨투맨",3
"688283",3831749,1239945,"에잇세컨즈 슬랙스",1
"688284",3831749,1239945,"맨투맨",1
"688285",3831749,1239945,"지오다노 슬랙스",1
"688286",3831749,1239945,"플루크 맨투맨",1
"688287",3831749,1239945,"청바지",1
"688288",3831749,1239945,"슬랙스",1
"688289",3831749,1239945,"커스텀멜로우",1
"688290",3831749,1239945,"커스텀멜로우 맨투맨",1
"689115",5800156,2976181,"메이크업포에버",2
"689246",6250056,8046713,"브라렛세트",4
"689247",6250056,3368078,"원더러스트",1
"689248",6250056,3368078,"스틸라 글리터",2
"689249",6250056,3368078,"스틸라 섀도우",1
"689683",5800156,2976181,"버켄스탁",2
"689684",5800156,2976181,"어반디케이",2
"689685",5800156,2976181,"3ce",5
"689686",5800156,2976181,"맥",2
"689878",5982038,406322,"아베다 로즈마리",1
"689879",5982038,1672111,"빈폴셔츠",1
"689880",5982038,1303629,"비오템옴므",1
"689881",5982038,1672111,"빈폴멘셔츠",1
"689882",5982038,406322,"포스수프림",1
"689896",5974324,398424,"부르주아",2
"690041",5978062,1676260,"로얄알버트 100주년",15
"690082",5991179,8019954,"레쉬가드",2
"690094",576750,9170896,"노스페이스 쪼리",3
"690095",576750,1544754,"나이키운동화",2
"690096",576750,10431973,"브라",1
"690097",576750,979379,"캘빈클라인언더웨어",1
"690098",576750,2761978,"아쿠아슈즈",2
"690099",576750,1544754,"노스페이스 카라티",1
"690199",576052,699363,"닥스지갑",1
"691052",1145741,3328269,"탬퍼",5
"691053",1145741,3328269,"템퍼",2
"691054",1145741,3328269,"샷잔",1
"691055",1145741,4807410,"남성 밴딩 팬츠",8
"691056",1145741,3546874,"크록스",6
"691057",1145741,3546874,"브라탑",2
"691058",1145741,6268336,"내추럴코어",3
"691059",1145741,3546874,"래쉬가드 브라탑",3
"691060",1145741,3328269,"드롱기",3
"692271",3766889,7469089,"자동넥타이",5
"692272",3766889,7469089,"레디핏",1
"692488",3513439,9385482,"썬스틱",1
"692489",3513439,5650847,"바이오더마",1
"692490",3513439,5650847,"에스티로더 더블웨어",1
"692529",3844762,2053392,"식기건조대",3
"692530",3844762,2053392,"다리미판",1
"692531",3844762,2053392,"전신거울",2
"692652",4234903,8040493,"나스 파운데이션",1
"692653",4234903,8040493,"나스",1
"692654",4234903,7915799,"맥 스트롭크림",3
"694565",2737764,10248033,"아몬드브리즈",1
"694765",5823031,1930887,"지이크",1
"694766",5823031,1930887,"지오지아",1
"696045",6125456,1767439,"메타그린",1
"696046",6125456,1767439,"아모레퍼시픽",1
"696047",6125456,1767439,"종합비타민",1
"696048",6125456,1767439,"아모레퍼시픽 쿠션",1
"696049",6125456,1760520,"그린핑거 로션",1
"696050",6125456,1760520,"그린핑거",3
"697551",1407307,10969941,"히트텍",1
"697552",1407307,9815195,"여성 야상",1
"697844",4476819,410833,"캘러웨이모자",1
"697845",4476819,410833,"y3",2
"697846",4476819,410833,"볼캡",1
"697847",4476819,410833,"타이틀리스트 모자",1
"697901",4478208,6852308,"전자레인지",2
"698072",4532555,4582993,"타이틀리스트골프공",1
"698085",4533548,434768,"나우 그레인프리",1
"699186",6175963,4304100,"슬랙스",2
"699187",6175963,4304100,"남성 셔츠",2
"699254",1100354,3857464,"나이키 M2K",4
"700299",6490169,3226926,"뉴발란스키즈",1
"700844",2929312,8312304,"메이플트리",1
"700845",2929312,9385628,"본토이",5
"701181",262074,2486684,"일렉트로룩스 전기주전자",1
"701598",4298991,7033005,"바운서",1
"701599",4298991,7033005,"아기체육관",1
"701759",4257175,3245416,"르네휘테르",6
"701760",4257175,8377738,"판도라 귀걸이",7
"701854",4645617,7521415,"냉장고",1
"702093",4653895,1677257,"칼하트 반팔",1
"702094",4653895,1677257,"박스티",1
"702176",4551946,8250064,"에디튜드",15
"702177",4551946,1496266,"토츠칫솔",6
"702178",4551946,8250064,"에디튜드세제",2
"702415",1658600,5851986,"헤스페리데스",1
"702416",1658600,5851986,"프레쉬 향수",1
"702417",1658600,5851986,"복숭아",1
"702418",1658600,5851986,"베네피트",1
"702419",1658600,5851986,"메이비베이비",1
"702905",2852552,730781,"루이까또즈 셔츠",4
"703510",1046594,10324415,"나이키 골프장갑",1
"703511",1046594,10324415,"나이키 베이퍼",1
"703512",1046594,10324415,"풋조이 골프장갑",1
"703792",653941,5370823,"닥터마틴 블레어",3
"703793",653941,5382844,"닥터마틴 블레어",5
"703794",653941,5920770,"892906-010",1
"703795",653941,5382844,"닥터마틴 그리폰",2
"703796",653941,6206116,"아이폰x 케이스",10
"703797",653941,6206116,"아이폰케이스",1
"703798",653941,7557338,"레고 듀플로",7
"704156",4146655,4438114,"베네폼",1
"705022",2867591,8723249,"데상트 남성",1
"705023",2867591,4965733,"나이키키즈",1
"705024",2867591,4965733,"나이키키즈반바지",1
"705025",2867591,4965733,"키즈반바지",1
"705482",4653895,1677257,"뉴발란스 반팔",1
"705483",4653895,1677257,"나이키 반팔",1
"706037",4653895,1677257,"락토핏 생유산균",1
"706038",4653895,1677257,"유산균",1
"706434",1820640,9082719,"산수유",1
"706435",1820640,9082719,"화애락",2
"706436",1820640,9082719,"나이키",2
"706437",1820640,9082719,"마카",1
"707210",3405893,9141782,"해지스 남성",2
"707211",3405893,9141782,"타미힐피거남성",1
"708336",24321,794383,"아이더패딩",1
"708337",24321,985240,"패딩조끼",1
"708338",24321,794383,"후드집업",1
"708339",24321,794383,"디스커버리집업",1
"708927",183032,9823636,"MLB맨투맨티셔츠",1
"708928",183032,9823636,"MLB맨투맨",4
"709313",392886,7269208,"TOMMYHILFIGER",1
"709314",392886,7269208,"poloralphlauren",1
"709562",232399,7375434,"네오누드",1
"709834",5880855,1387402,"가방",2
"709835",5880855,1080663,"timberland",2
"709979",3754269,8630335,"파스코로젠",1
"709980",3754269,8630335,"남성블로퍼",1
"710077",3705866,4941535,"마이비데",2
"710757",4408779,8291567,"나스 쿠션",4
"710906",4485584,7498897,"헤라 블랙쿠션",7
"710907",4485584,5196419,"헤라 블랙쿠션",5
"712401",1470842,10662307,"스와니코코",1
"712402",1470842,7267115,"베베누보 프리미엄 안심 쿨매트",3
"712403",1470842,7267115,"베베누보",2
"712404",1470842,7267115,"목베게",1
"712405",1470842,10662307,"스와니코코 앰플",2
"712406",1470842,2195514,"보태니컬",2
"712407",1470842,2195514,"호호에미",1
"712408",1470842,7267115,"보니또",1
"715817",4219961,3919552,"맥 틴트",5
"715818",4219961,3919552,"입생로랑 틴트",1
"716329",4683569,8891204,"닥터지",1
"716330",4683569,8961369,"마인드브릿지",1
"716331",4683569,8961369,"뉴발란스 반팔 티셔츠",1
"716332",4683569,8961369,"마인드브릿지 남성티셔츠",2
"716333",4683569,8961369,"내셔널지오그래픽 티셔츠",6
"716334",4683569,8961369,"뉴발란스 반팔",1
"716472",4763551,9791139,"크록스키즈 라이트",1
"716930",4303989,6767018,"랑콤 뗑 이돌",1
"717397",3925399,2927867,"바디샴푸",1
"717398",3925399,3568951,"덴티스테치약",1
"717399",3925399,3568951,"치약",2
"717722",3935000,5434691,"나이키 반바지",1
"717723",3935000,3595201,"나이키 nsw",1
"717724",3935000,4991941,"리복운동화 남성",1
"718235",6189337,4996986,"아이프라이머",1
"718236",6189337,4996986,"물광",1
"718237",6189337,4959372,"뷰러",1
"718238",6189337,4996986,"뷰러",1
"718239",6189337,4996986,"픽서",2
"718240",6189337,4996986,"하이라이터",1
"719590",739762,10515974,"쌤소나이트",1
"720019",1182246,7139777,"노스페이스 화이트라벨",1
"720020",1182246,2848637,"디올쿠션",1
"720021",1182246,9811546,"고야드",1
"720022",1182246,9811546,"고세 슬립온",1
"720023",1182246,7139777,"여성속옷세트",1
"720024",1182246,7139777,"노스페이스 화이트라벨 반팔티",1
"720025",1182246,2848637,"입생로랑 쿠션",2
"720026",1182246,8914501,"타이틀리스트",1
"720027",1182246,2848637,"샤넬쿠션",1
"720028",1182246,9811546,"구찌가방",1
"720029",1182246,7139777,"여름브라",1
"720030",1182246,9811546,"여성반팔티",1
"720031",1182246,7139777,"푸마 여성속옷",1
"720032",1182246,8914501,"14k 목걸이체인",1
"720033",1182246,9811546,"게스슬립온",1
"720034",1182246,9811546,"루이비통가방",1
"720035",1182246,9811546,"여성청바지",1
"720036",1182246,8914501,"물걸레청소기",1
"720037",1182246,10385877,"나이키에어",1
"720038",1182246,9811546,"폴로스니커즈",1
"720039",1182246,9811546,"토리버치가방",1
"720040",1182246,8914501,"청소기",1
"720173",1169054,310596,"귀걸이",1
"721552",6052921,3984249,"베개솜",1
"721553",6052921,3984249,"베개솜50x70",18
"721704",1265281,9598703,"제옥스 남성정장구두",4
"721705",1265281,10474092,"섬유유연제",1
"721706",1265281,10474092,"꽃담초",1
"721707",1265281,9598703,"테팔",1
"721708",1265281,9598703,"일리캡슐",1
"721709",1265281,9598703,"배송지변경",1
"722418",6242215,8706955,"닥스남성지갑",18
"723075",4549076,2729330,"뉴에라 볼캡",8
"723389",4707484,4030016,"세노비스 수퍼바이오틱스",1
"723390",4707484,4030016,"유산균",1
"723834",3369736,7447342,"맥 립스틱",2
"723835",3369736,3653133,"자동차 용품",1
"723836",3369736,3653133,"차량용 핸드폰 거치대",2
"723837",3369736,3653133,"무선충전기",1
"723838",3369736,7447342,"휠라 원피스",1
"723839",3369736,3653133,"햇빛가리개",1
"724534",1577663,9255109,"마몽드",1
"724535",1577663,9255109,"설린수",1
"725526",3766582,1398652,"생수",1
"725679",1339699,7230422,"아레나",2
"725680",1339699,3150722,"primera",1
"725681",1339699,6629184,"amos",1
"725784",1273563,10378462,"엘록",2
"725785",1273563,2493683,"라코스테 카라티",9
"726208",1437350,2724912,"가방",1
"726209",1437350,8411658,"남성면티",1
"727499",4821181,1624939,"지오지아",7
"727981",6187718,7226914,"channel",2
"728393",1437350,1432022,"블랙박스",1
"728394",1437350,8411658,"신발",1
"728395",1437350,6196612,"폴스부띠끄",1
"728396",1437350,2724912,"필통",1
"728397",1437350,2724912,"여자 백팩",1
"728398",1437350,8411658,"청바지",1
"728399",1437350,8411658,"아웃도어 남성",1
"728400",1437350,8411658,"반팔티",1
"729280",1831760,1076243,"남성 가디건",23
"729281",1831760,1076243,"남성 셔츠",9
"729282",1831760,149902,"올젠",4
"729283",1831760,1076243,"헤지스 남성 셔츠",3
"729487",6333425,7446055,"어딕션",2
"729488",6333425,7446055,"입생로랑 틴트",1
"729557",6336028,6636195,"애티튜드",2
"729558",6336028,6133184,"아토팜 수딩젤",3
"729559",6336028,4130994,"스티유 샌들",3
"731747",4371074,10499893,"시리즈 티셔츠",1
"731748",4371074,10499893,"시리즈 바지",1
"732839",1529657,8358471,"카라 원피스",7
"732840",1529657,6203546,"할리갈리",1
"732841",1529657,8784149,"펌프스힐",1
"732842",1529657,8358471,"셔츠",1
"732843",1529657,8358471,"벨트 원피스",4
"733164",4786562,3082193,"딥디크",1
"733165",4786562,6127194,"여성반바지",1
"733166",4786562,3082193,"조말론향수",2
"733396",3604597,6464710,"할리스",3
"733397",3604597,6578018,"할리스",1
"733398",3604597,6066469,"할리스",1
"733399",3604597,6464931,"할리스",2
"733400",3604597,5349558,"할리스",2
"733902",2858826,2317209,"럭스나인핫앤쿨",1
"734011",2902027,8714666,"설화수",1
"734012",2902027,8714666,"설화수 수분크림",1
"734013",2902027,9140427,"타미힐피거남성 티셔츠",3
"734014",2902027,4956671,"과탄산소다",4
"734015",2902027,7111338,"이니스프리 블루베리",3
"734016",2902027,5081270,"라바제식기건조대",2
"734017",2902027,8714666,"선풍기",5
"734018",2902027,5000286,"보스",2
"734019",2902027,8983648,"타미힐피거남성 티셔츠",1
"734020",2902027,9140427,"타미힐피거남성 바지",3
"734021",2902027,8957822,"치실",1
"734022",2902027,7111338,"이노랩",4
"734023",2902027,9140427,"보누맘",3
"734024",2902027,5000286,"보스 이어폰",4
"734025",2902027,2906241,"페리페라",3
"734026",2902027,9140427,"라코스테 여성 티셔츠",9
"734027",2902027,9489849,"여아 속바지",4
"734028",2902027,9140427,"타미힐피거남성 셔츠",2
"734029",2902027,9981909,"지비츠",1
"734030",2902027,9140427,"닥스 여아",5
"734031",2902027,6489906,"유아 덧신",2
"734032",2902027,9981909,"크록스 악세사리",1
"734033",2902027,9140427,"타미힐피거남성",2
"734034",2902027,7111338,"이니스프리 아이브로우",3
"734035",2902027,2906241,"숨은그림찾기",1
"734036",2902027,3504256,"이니스프리 블루베리",1
"734037",2902027,7204137,"타미힐피거남성 티셔츠 반팔",1
"734038",2902027,6891488,"이노랩",2
"734039",2902027,8714666,"미장센 트리트먼트",1
"734040",2902027,5381914,"여성 잠옷",1
"734041",2902027,7204137,"타미힐피거남성",2
"734042",2902027,4956671,"구연산",2
"734043",2902027,9981909,"크록스 지비츠",1
"734044",2902027,6665217,"이니스프리 블루베리",2
"734045",2902027,7111338,"눈썹칼",2
"734046",2902027,3446147,"도마",1
"734047",2902027,7111338,"미스트",5
"734048",2902027,7087744,"행주",2
"734304",4634778,5236287,"남자 가디건",1
"734305",4634778,5236287,"남자 여름 가디건",1
"735212",326865,9205784,"보타니컬테라피 썬팩트",2
"735837",165150,3474421,"르느와르",1
"735838",165150,3474421,"지니킴",1
"735839",165150,3474421,"엘리자벳",1
"735840",165150,3474421,"몽파리",1
"735841",165150,3474421,"여성구두",2
"735842",165150,3069852,"배럴",1
"735843",165150,3046457,"탑텐 래쉬가드 여성",1
"735844",165150,3474421,"여성 펌프스",1
"735845",165150,3474421,"나인웨스트",1
"735846",165150,3474421,"금강제화 여성",1
"735847",165150,3069852,"탑텐",1
"735848",165150,3069852,"탑텐 래쉬가드 여성",1
"735849",165150,3069852,"래쉬가드 세트 여성",2
"735850",165150,3069852,"레이지비 래쉬가드 여성",1
"735851",165150,3474421,"알도 여성",1
"736324",1598556,221078,"루시도엘",1
"736325",1598556,18304,"트렁크팬티",1
"736326",1598556,18304,"티라쿵",1
"736327",1598556,1208783,"닥터브로너스",1
"736366",1603065,634643,"시크릿쥬쥬",1
"736399",1606556,2518698,"디스커버리 반팔티",3
"736400",1606556,2518698,"프레드페리",3
"736401",1606556,2518698,"캉골 티셔츠",2
"738372",5006276,3990909,"쥬크코트",1
"740728",3831557,3751492,"magjay",2
"741674",4080781,9165211,"베베드피노수영복",1
"741675",4080781,9165211,"빅토리아슈즈 키즈",1
"741712",4089677,10120096,"잇미샤",4
"741713",4089677,10120096,"트위드",2
"741714",4089677,10120096,"트위드 투피스",1
"742087",4322165,2105463,"아디다스 스키니팬츠",1
"742152",21268,796647,"블루독베이비",1
"742729",4017342,4593200,"남성슬리퍼",1
"742730",4017342,4593200,"뉴발란스 슬리퍼",1
"742731",4017342,4593200,"네셔널지오그래픽",1
"742732",4017342,4593200,"버켄스탁 지제",26
"742733",4017342,4593200,"내셔널지오그래픽 슬리퍼",1
"742734",4017342,4593200,"버켄스탁",6
"742745",1825,2455664,"아디다스 슈퍼스타",2
"742746",1825,4331207,"남자린넨바지",1
"742747",1825,2455664,"크로스백",1
"742748",1825,4331207,"남성 린넨바지",3
"742749",1825,4331207,"린넨바지",3
"742750",1825,2455664,"코치크로스백",1
"742751",1825,4331207,"남자여름바지",4
"742752",1825,4331207,"슬랙스 남성",2
"743719",1130717,3085799,"웰츠 사료",1
"743835",1139403,1168249,"비오템 꿀크림",1
"743836",1139403,1168249,"비오템 수분크림",2
"743837",1139403,1168249,"비오템 플랑크톤",1
"744279",3855892,5276863,"타미힐피거칠드런",3
"744677",3980012,33404,"골드러쉬",1
"744678",3980012,33404,"베네피트",1
"744679",3980012,33404,"나인 스커트",2
"744680",3980012,33404,"매그제이",1
"744681",3980012,33404,"업타운홀릭",2
"744767",4001741,5667775,"에어포스",1
"744768",4001741,5667775,"가디건",2
"744769",4001741,5667775,"여름 가디건",1
"744949",4125590,4655453,"이디야커피",1
"744950",4125590,10659841,"아디다스",1
"744951",4125590,4655453,"엔젤리너스",1
"744952",4125590,10659841,"애니사이즈",2
"744953",4125590,10659841,"아디다스 치마",1
"744954",4125590,10659841,"푸마레깅스",1
"744955",4125590,10659841,"레이디플러스",2
"744956",4125590,4655453,"이디야",1
"744957",4125590,10659841,"라코스테",1
"744958",4125590,4993562,"더바디샵",1
"744959",4125590,10659841,"레깅스",1
"745694",1982250,3438020,"크록스 샌들",1
"745695",1982250,6624606,"해지스 남성",6
"745696",1982250,6624606,"마인드브릿지",1
"745697",1982250,5368332,"위닉스",1
"745698",1982250,3438020,"크록스 남성",1
"745699",1982250,3438020,"크록스 클로그",3
"745700",1982250,6624606,"빈폴 남성티셔츠",1
"745701",1982250,6624606,"남성 티셔츠",1
"745702",1982250,6624606,"어반코드",2
"745703",1982250,6624606,"프래드패리",1
"745704",1982250,6624606,"프랑코페라로",1
"745705",1982250,6624606,"헨리코튼",2
"745706",1982250,6624606,"노스페이스 영",1
"745707",1982250,3438020,"크록스 시티레인",1
"745708",1982250,3438020,"크록스",2
"745950",2058950,10723519,"이니스프리 블루베리",1
"745951",2058950,2098997,"여성 백팩",1
"745952",2058950,2098997,"랩 셔츠",1
"745953",2058950,2098997,"프릴 맨투맨",1
"745954",2058950,2098997,"브이넥 블라우스",1
"746146",17863,10394,"블랙야크키즈 트레이닝",1
"746147",17863,4902549,"오니츠카타이거",1
"746148",17863,7504439,"갭 베이비",1
"746149",17863,1517589,"아기 레깅스",1
"746150",17863,8470106,"헤라 옴므",1
"746151",17863,5197089,"문고리",1
"746152",17863,168531,"아기옷걸이",1
"746153",17863,6596664,"칠부내의",1
"746154",17863,2368259,"유니끌로",1
"746155",17863,4902549,"벤시몽",1
"746156",17863,4902549,"크록스 여성 샌들",1
"746157",17863,7601104,"유모차라이너",1
"746158",17863,7601104,"유모차 장난감",3
"746159",17863,2368259,"갭 베이비",1
"746160",17863,2368259,"이유식스푼",1
"746161",17863,2368259,"갭 베이비 원피스",2
"746162",17863,2820149,"아기머리띠",1
"746163",17863,8470106,"오휘 선크림",2
"746164",17863,8470106,"썬크림",1
"746165",17863,1517589,"해피프린스 양말",1
"746166",17863,10286651,"모이몰른",1
"746167",17863,5197089,"콘센트 안전커버",1
"746168",17863,2965089,"분유저장팩",3
"746169",17863,2253108,"그로미미 스텐",1
"746170",17863,5197089,"타미힐피거데님 여성",1
"746171",17863,168531,"빨래건조대",2
"746172",17863,9465294,"스푸니",2
"746173",17863,2368259,"아기 머리띠",1
"746174",17863,2368259,"디어베이비",1
"746175",17863,2368259,"갭키즈 여아",1
"746176",17863,2368259,"에뜨와",3
"746177",17863,2368259,"알로앤루",1
"746178",17863,2368259,"알로앤루 상하복",1
"746179",17863,2368259,"유니클로 베이비",1
"746180",17863,10286651,"밍크뮤",2
"746181",17863,8179610,"갭 베이비",1
"746182",17863,2253108,"그로미미",1
"746183",17863,10286651,"에뜨와",1
"746184",17863,10286651,"바디클렌저",2
"746185",17863,6596664,"양말",1
"746186",17863,8470106,"헤라 선크림",2
"746187",17863,1798641,"아토팜",2
"746188",17863,5197089,"필링젤",1
"746189",17863,2965089,"써모스보온병",1
"746190",17863,1798641,"아토앤오투",1
"746191",17863,1798641,"모서리보호대",1
"746192",17863,9465294,"글라스락이유식용기",3
"746193",17863,1798641,"아기 헤어밴드",3
"746194",17863,7833938,"킨더스펠",1
"746195",17863,2368259,"유니클로 키즈",1
"746196",17863,1517589,"해피프린스 헤어밴드",4
"746197",17863,2820149,"머리띠",1
"746198",17863,1798641,"아토팜 워시",2
"746199",17863,2820149,"갭 베이비",1
"746200",17863,2820149,"갭 베이비 원피스",1
"746201",17863,8179610,"분홍코끼리 샌들",2
"746202",17863,8468904,"미니멜리사",2
"746203",17863,10286651,"비욘드 바디워시",2
"746204",17863,7601104,"나비베개",3
"746205",17863,5197089,"헤어팩",1
"746206",17863,10286651,"알로앤루",2
"746207",17863,1798641,"아기헤어밴드",1
"746208",17863,1798641,"가계부",1
"746209",17863,168531,"칫솔꽂이",1
"746210",17863,7833938,"유아여름점퍼",1
"746211",17863,7601104,"목베개",1
"746212",17863,6596664,"유아양말",1
"746213",17863,8996754,"피지오겔 ai",1
"746214",17863,7860659,"알로앤루 점퍼",1
"747027",4063358,2835538,"지오다노 셔츠",3
"747028",4063358,2835538,"남성반팔셔츠",1
"747849",1140929,2671582,"자석놀이",1
"747850",1140929,2671582,"스크래치",3
"747851",1140929,2671582,"리퍼",1
"747852",1140929,2671582,"리퍼상품",1
"747853",1140929,2671582,"병원놀이",3
"747854",1140929,2671582,"유아",1
"747855",1140929,2671582,"브랜드비",1
"747856",1140929,2671582,"물놀이 장난감",1
"750842",5994369,4706554,"뉴발란스키즈",1
"751569",3991347,24961,"어스앤뎀",1
"751570",3991347,1637562,"아임닭 소시지",1
"751653",2951760,61344,"르쿠르제",1
"752449",610891,5007695,"지오다노",5
"752450",610891,10563371,"카라티",1
"752451",610891,5007695,"브이넥",1
"752452",610891,5007695,"탑텐",2
"752453",610891,10563371,"헨리넥",2
"752454",610891,5007695,"지오다노 카라티",3
"752597",586056,7808347,"왁스",1
"752598",586056,7133307,"남성 반팔 라운드 티셔츠",1
"752599",586056,5505890,"케리어",1
"752600",586056,5455770,"남성 반팔 라운드 티셔츠",1
"752601",586056,10094248,"배드민턴가방",1
"752602",586056,5505890,"케리어여행가방",2
"752603",586056,9246747,"기능성 반팔티",1
"752604",586056,7808347,"우르오스",1
"752605",586056,9246747,"나이키 반팔",1
"753367",4438755,5433325,"토리버치샌들",1
"753368",4438755,7773881,"임블리",2
"753369",4438755,6503216,"블리블리",2
"753370",4438755,5952680,"임블리",2
"753404",4444774,10676405,"지오다노 링클프리",8
"753607",3905754,8776625,"에픽 리액트 플라이니트",2
"753608",3905754,410975,"래쉬가드 남성",2
"753609",3905754,410975,"래쉬가드 남성세트",2
"754571",4569710,10369134,"블랙야크 티셔츠",1
"755198",753647,10345300,"타미힐피거 남성 티셔츠",1
"755199",753647,10345300,"타미힐피거 반팔",1
"755483",4694191,8562282,"수저",1
"755484",4694191,9014662,"록시땅 샴푸",1
"755485",4694191,3015555,"김",1
"755486",4694191,2560245,"수경",1
"755487",4694191,8562282,"베이킹소다",1
"755488",4694191,4047776,"구연산",1
"755489",4694191,8938951,"화장솜",1
"755490",4694191,2307119,"아동실내화",1
"755491",4694191,3015555,"물티슈",1
"755492",4694191,2828247,"케이블",1
"755493",4694191,3015555,"래쉬가드 여성",1
"756133",4763514,6701854,"LINE",1
"756134",4763514,6701854,"LINE 원피스",2
"757818",1418995,318954,"디스커버리",1
"757819",1418995,318954,"타미힐피거",4
"757820",1418995,1635015,"데상트운동화",1
"757821",1418995,423102,"디스커버리",1
"758141",6268586,846962,"플랫슈즈",1
"758142",6268586,846962,"스파",2
"758143",6268586,1191788,"여성단화",2
"758144",6268586,846962,"스퍼",5
"758145",6268586,846962,"게스구두 펌프스",2
"758146",6268586,846962,"굿베이스 석류",1
"758345",6440635,7106786,"뉴발란스 모자",14
"758346",6440635,7106786,"남성야구모자",2
"758347",6440635,5471893,"크록스 남성 슬립온",3
"758348",6440635,5471893,"장화",1
"758349",6440635,7424041,"크록스부츠",2
"758350",6440635,7106786,"여성 린넨",1
"758351",6440635,5454809,"여성레인부츠",16
"758352",6440635,7345829,"스테파니",2
"758353",6440635,5351356,"무냐무냐",9
"758354",6440635,7345829,"비비하우스",1
"758355",6440635,7424041,"크록스레인부츠",3
"758356",6440635,7424041,"베네통키즈",5
"758357",6440635,7424041,"베네통키즈 점퍼",2
"758358",6440635,5471893,"크록스",1
"758359",6440635,5471893,"에코백",1
"758360",6440635,7424041,"뉴발란스키즈",1
"758361",6440635,5454809,"여성레인부츠 앵클",2
"758362",6440635,5471893,"보그스레인부츠",9
"758363",6440635,5471893,"캔버스 에코백",1
"758364",6440635,5471893,"남자샌들",2
"758365",6440635,5444402,"크록스 남성 슬립온",3
"758366",6440635,5471893,"여성레인부츠",4
"758367",6440635,5471893,"캔버스운동화",1
"758368",6440635,7424041,"박홍근침구세트",2
"758369",6440635,7424041,"크록스",8
"758370",6440635,5471893,"캔버스",2
"758371",6440635,5471893,"크록스 남성",4
"758372",6440635,7106786,"야구모자",12
"759351",990837,1439154,"아몬드",1
"760079",2867699,7866897,"굿베이스",2
"760757",1293120,8627279,"지오다노 슬랙스",5
"761366",1907078,4150185,"여에스더",1
"761367",1907078,3368483,"화애락진",1
"761368",1907078,3368483,"화애락",1
"762380",4217351,6215241,"빌리프 수분",1
"762381",4217351,6215241,"빌리프",1
"762775",6148644,10049666,"v넥 티셔츠",1
"762776",6148644,10049666,"헨어스 티셔츠",1
"762777",6148644,10049666,"게스 티셔츠 남성",1
"762778",6148644,10049666,"ck 티셔츠",1
"762779",6148644,10049666,"필라 티셔츠",1
"762780",6148644,10049666,"빅크록",1
"762781",6148644,10049666,"라코스테 티셔츠 남성",1
"762782",6148644,10049666,"v넥 티",1
"762783",6148644,10049666,"게스 티셔츠",3
"762784",6148644,10049666,"타미 티셔츠",1
"763521",463320,7794141,"화장솜",1
"763522",463320,9065170,"매트리스커버",1
"763686",4676039,5371108,"반팔",1
"763687",4676039,5371108,"몸빼",1
"763688",4676039,5371108,"아디다스키즈",2
"763689",4676039,5371108,"반바지",1
"763690",4676039,5371108,"지오다노 여성 팬츠",1
"763691",4676039,5371108,"냉장고 바지",1
"763692",4676039,5371108,"반바지 남성",1
"763870",4707484,5598681,"홍삼",1
"763871",4707484,3630737,"다이슨드라이기",1
"763872",4707484,5008226,"비오템옴므",1
"763873",4707484,5008226,"비오템 수분크림",1
"763907",4716624,3721516,"루즈핏 셔츠",1
"763908",4716624,3721516,"루즈핏 반팔",1
"763909",4716624,3721516,"오버핏 반팔",1
"763910",4716624,4011596,"메트로시티 양산",8
"763911",4716624,4011596,"양산",3
"764405",3457275,1993886,"무냐무냐여아팬티",2
"764406",3457275,1993886,"첨이첨이 팬티",1
"764960",1311624,6437661,"쉬폰나시 블라우스",1
"764961",1311624,6437661,"나시 블라우스",1
"765062",6467101,192518,"탐스",6
"765063",6467101,666774,"열일곱미미",7
"766556",101468,860808,"홍삼톤골드",1
"766557",101468,860808,"한삼인 순홍삼",1
"766558",101468,931621,"나이키 인비고",3
"766559",101468,860808,"한삼인",1
"768195",1664061,8131109,"폴로 양말",1
"768196",1664061,8131109,"남성 정장 양말",1
"769275",4525284,9713614,"헤지스 지갑",1
"772339",607791,10306505,"슬랙스",1
"772340",607791,10306505,"바지",1
"772494",2061275,5965809,"헬스익스텐션",2
"772495",2061275,7169650,"선크림",3
"772496",2061275,7169650,"비타민D",2
