"","CLNT_ID","SESS_ID","SESS_SEQ","SESS_DT","TOT_PAG_VIEW_CT","TOT_SESS_HR_V","DVC_CTG_NM","ZON_NM","CITY_NM"
"546866",2757943,9040229,5,20180502,12,"772","mobile","Seoul","Seoul"
"547033",5875624,5562368,1,20180629,112,"936","mobile","Gyeonggi-do","Bucheon-si"
"547066",5954926,2487881,22,20180819,30,"493","mobile","Seoul","Seoul"
"547110",5956081,713524,14,20180918,62,"1,250","mobile","Jeollanam-do","Jangseong-gun"
"547192",5946042,1105313,16,20180912,22,"206","mobile","Seoul","Seoul"
"547667",1622423,6501761,66,20180613,124,"1,275","mobile","Chungcheongbuk-do","Cheongju-si"
"547668",1622423,5126406,173,20180706,136,"2,684","mobile","Chungcheongbuk-do","Cheongju-si"
"547669",1622423,3116258,297,20180809,217,"1,285","mobile","Chungcheongbuk-do","Cheongju-si"
"547670",1622423,2562522,335,20180818,59,"731","mobile","Busan","Busan"
"547671",1622423,4071955,242,20180723,208,"806","mobile","Chungcheongbuk-do","Cheongju-si"
"548544",1171503,6621902,23,20180611,124,"1,316","mobile","Seoul","Seoul"
"548545",1171503,6624448,22,20180611,58,"385","mobile","Seoul","Seoul"
"548717",203429,10947348,9,20180401,109,"961","mobile","Seoul","Seoul"
"549047",5656555,5885557,3,20180624,57,"1,924","mobile","Seoul","Seoul"
"549200",1886015,7740503,22,20180524,165,"3,190","mobile","Gyeonggi-do","Yongin-si"
"549201",1886015,489137,122,20180922,133,"2,092","mobile","Seoul","Seoul"
"549367",1969798,6491897,15,20180613,1,"","mobile","Gyeongsangbuk-do","Gyeongju-si"
"549368",1969798,6494163,14,20180613,27,"179","mobile","Gyeongsangbuk-do","Gyeongju-si"
"549369",1969798,6504126,13,20180613,18,"314","mobile","Gyeongsangbuk-do","Gyeongju-si"
"549988",2721618,6468343,37,20180614,71,"270","mobile","Seoul","Seoul"
"549989",2721618,8224614,7,20180516,127,"2,060","mobile","Seoul","Seoul"
"550802",3524788,7374671,12,20180530,11,"106","mobile","Daegu","Daegu"
"551403",5788157,1046494,18,20180913,51,"1,275","mobile","Daejeon","Daejeon"
"551942",1124366,8309301,2,20180515,77,"947","mobile","Seoul","Seoul"
"552290",3648063,4146079,36,20180722,168,"1,787","mobile","Busan","Busan"
"552291",3648063,4755485,27,20180712,78,"1,241","mobile","Busan","Busan"
"552307",2844737,4943843,19,20180709,88,"2,540","mobile","Seoul","Seoul"
"552308",2844737,4937161,20,20180709,5,"1,163","mobile","Seoul","Seoul"
"552402",2856866,1785322,5,20180901,61,"537","mobile","Daegu","Daegu"
"552403",2856866,1177604,7,20180911,51,"784","mobile","Gwangju","Gwangju"
"552565",6537003,1818087,4,20180831,201,"2,163","mobile","Gyeonggi-do","Suwon-si"
"552579",6540543,1270602,3,20180909,65,"2,314","mobile","Seoul","Seoul"
"552734",4226961,8791841,35,20180507,95,"1,396","mobile","Gyeongsangbuk-do","Pohang-si"
"552735",4226961,8406281,37,20180513,12,"589","mobile","Gyeongsangbuk-do","Pohang-si"
"552736",4226961,9546556,25,20180424,21,"102","mobile","Daegu","Daegu"
"552934",4242050,1999458,6,20180828,32,"264","mobile","Seoul","Seoul"
"552935",4242050,2850576,2,20180813,140,"1,900","mobile","Busan","Busan"
"552973",3838729,602025,7,20180920,75,"2,497","mobile","Seoul","Seoul"
"553155",3767866,2904300,3,20180812,11,"109","mobile","Busan","Busan"
"553156",3767866,2901914,4,20180812,1,"","mobile","Busan","Busan"
"553231",1434079,7040557,19,20180605,97,"752","mobile","Chungcheongnam-do","Hongseong-gun"
"554241",1131753,1637745,17,20180903,76,"457","mobile","Gyeonggi-do","Suwon-si"
"554468",2756570,10626957,19,20180406,39,"1,960","mobile","Seoul","Seoul"
"554469",2756570,7945402,28,20180521,50,"529","mobile","Seoul","Seoul"
"554479",2762300,7597446,10,20180526,88,"1,138","mobile","Gwangju","Gwangju"
"554480",2762300,9944288,5,20180417,106,"955","mobile","Gwangju","Gwangju"
"554481",2762300,6990326,23,20180605,96,"1,266","mobile","Gwangju","Gwangju"
"554482",2762300,6729531,30,20180610,99,"892","mobile","Gwangju","Gwangju"
"554823",6187143,61133,19,20180930,260,"2,569","mobile","Seoul","Seoul"
"554824",6187143,1842206,12,20180831,74,"1,143","mobile","Seoul","Seoul"
"554842",6536802,6341007,34,20180616,33,"410","mobile","Seoul","Seoul"
"555072",3438470,1272686,5,20180909,152,"1,577","mobile","Seoul","Seoul"
"555162",4242941,6932066,54,20180606,33,"350","mobile","Seoul","Seoul"
"555163",4242941,9424805,35,20180426,78,"565","mobile","Gyeonggi-do","Pyeongtaek-si"
"555164",4242941,2324825,65,20180822,114,"1,993","mobile","Gyeonggi-do","Pyeongtaek-si"
"555550",1508979,1535008,6,20180905,35,"3,576","mobile","Incheon","Incheon"
"555654",1525851,10628684,13,20180406,48,"470","mobile","Jeollanam-do","Mokpo-si"
"555655",1525851,8388115,37,20180513,72,"619","mobile","Busan","Busan"
"555656",1525851,8084457,44,20180518,46,"301","mobile","Busan","Busan"
"555797",3079754,9432168,15,20180426,61,"362","mobile","Chungcheongnam-do","Dangjin-si"
"555798",3079754,7350737,21,20180530,29,"171","mobile","Chungcheongnam-do","Dangjin-si"
"556208",1339167,3859094,427,20180727,115,"2,008","mobile","Seoul","Seoul"
"556209",1339167,10806464,229,20180403,68,"1,885","mobile","Seoul","Seoul"
"556210",1339167,5858301,357,20180624,52,"1,175","mobile","Seoul","Seoul"
"556211",1339167,3079985,463,20180809,178,"2,280","mobile","Seoul","Seoul"
"556212",1339167,7233530,310,20180601,35,"944","mobile","Seoul","Seoul"
"556213",1339167,3571440,436,20180801,37,"774","mobile","Daegu","Daegu"
"556214",1339167,2050360,514,20180827,35,"290","mobile","Seoul","Seoul"
"556215",1339167,9077596,269,20180502,19,"135","mobile","Seoul","Seoul"
"556216",1339167,6161915,340,20180619,91,"1,086","mobile","Seoul","Seoul"
"556217",1339167,2058677,513,20180827,82,"754","mobile","Seoul","Seoul"
"556218",1339167,3087727,462,20180809,135,"2,590","mobile","Seoul","Seoul"
"556219",1339167,4213643,410,20180721,49,"306","mobile","Seoul","Seoul"
"556220",1339167,5847810,358,20180624,119,"2,076","mobile","Seoul","Seoul"
"556221",1339167,2775542,477,20180814,26,"1,647","mobile","Seoul","Seoul"
"556222",1339167,4106415,416,20180723,92,"3,093","mobile","Seoul","Seoul"
"556223",1339167,2277442,495,20180823,77,"428","mobile","Daegu","Daegu"
"556224",1339167,2984155,469,20180811,43,"2,537","mobile","Seoul","Seoul"
"556225",1339167,2281085,494,20180823,31,"294","mobile","Daegu","Daegu"
"556226",1339167,5387773,379,20180702,84,"3,555","mobile","Seoul","Seoul"
"556227",1339167,2048127,515,20180827,140,"1,057","mobile","Seoul","Seoul"
"556228",1339167,7262360,307,20180601,44,"412","mobile","Daegu","Daegu"
"556229",1339167,6642549,337,20180611,252,"3,122","mobile","Seoul","Seoul"
"556230",1339167,9113936,266,20180501,171,"3,489","mobile","Seoul","Seoul"
"556423",355609,2896204,58,20180812,31,"511","mobile","Seoul","Seoul"
"556424",355609,10704058,46,20180405,86,"737","mobile","Seoul","Seoul"
"558264",1217234,3465355,111,20180803,29,"231","mobile","Seoul","Seoul"
"558265",1217234,2913828,128,20180812,25,"667","mobile","Seoul","Seoul"
"558639",2460339,5424000,104,20180701,204,"3,255","mobile","Jeollanam-do","Suncheon-si"
"558640",2460339,5016846,147,20180708,201,"3,859","mobile","Jeollanam-do","Suncheon-si"
"558896",199557,4499326,15,20180716,179,"2,101","mobile","Seoul","Seoul"
"559485",1125087,10254575,4,20180412,6,"26","mobile","Seoul","Seoul"
"559486",1125087,10258011,3,20180412,74,"1,439","mobile","Seoul","Seoul"
"559802",3588856,6572667,1,20180612,51,"795","mobile","Seoul","Seoul"
"559995",2644804,7437578,97,20180529,11,"109","mobile","Gyeonggi-do","Hwaseong-si"
"560459",6292832,6724269,8,20180610,35,"960","mobile","Gyeongsangbuk-do","Gyeongsan-si"
"560482",6367856,639049,55,20180919,140,"1,608","mobile","Seoul","Seoul"
"560483",6367856,1018431,23,20180913,36,"1,430","mobile","Seoul","Seoul"
"560484",6367856,780143,39,20180917,20,"1,942","mobile","Seoul","Seoul"
"560485",6367856,788992,37,20180917,45,"408","mobile","Seoul","Seoul"
"560745",3772677,7914937,55,20180521,18,"64","mobile","Seoul","Seoul"
"560746",3772677,10424984,44,20180409,20,"157","mobile","Seoul","Seoul"
"560747",3772677,7921435,50,20180521,34,"181","mobile","Seoul","Seoul"
"560798",3778779,10807763,6,20180403,59,"1,497","mobile","Busan","Busan"
"561011",2695580,10102943,2,20180415,38,"973","mobile","Seoul","Seoul"
"561012",2695580,9581992,6,20180423,19,"2,111","mobile","Jeollabuk-do","Jeonju-si"
"561040",2695981,3599895,49,20180731,14,"61","mobile","Daegu","Daegu"
"561041",2695981,6516708,41,20180613,10,"213","mobile","Busan","Busan"
"561130",2699880,7538152,2,20180527,24,"297","mobile","Gwangju","Gwangju"
"561512",1466993,7925543,1,20180521,133,"2,898","mobile","Seoul","Seoul"
"562541",5062396,6968385,77,20180606,49,"250","mobile","Seoul","Seoul"
"562542",5062396,8765925,40,20180507,71,"589","mobile","Seoul","Seoul"
"562543",5062396,10489113,22,20180408,83,"2,691","mobile","Seoul","Seoul"
"562544",5062396,4333935,150,20180719,48,"2,677","mobile","Seoul","Seoul"
"562887",6364255,7011021,84,20180605,69,"2,055","mobile","Seoul","Seoul"
"562888",6364255,10854094,62,20180402,56,"844","mobile","Gyeonggi-do","Namyangju-si"
"562889",6364255,9578733,69,20180424,103,"1,988","mobile","Seoul","Seoul"
"562936",3712908,294600,10,20180926,26,"548","mobile","Seoul","Seoul"
"562965",3713147,7971859,12,20180520,77,"3,144","mobile","Gyeonggi-do","Hwaseong-si"
"563032",3718806,1430373,148,20180907,54,"1,063","mobile","Gyeonggi-do","Ansan-si"
"563033",3718806,1107464,163,20180912,132,"1,069","mobile","Seoul","Seoul"
"563879",2248649,5045432,29,20180708,25,"210","mobile","Seoul","Seoul"
"563880",2248649,1473439,35,20180906,34,"589","mobile","Seoul","Seoul"
"563881",2248649,5744190,28,20180626,34,"372","mobile","Seoul","Seoul"
"564244",1460658,2269098,43,20180823,35,"275","mobile","Gyeonggi-do","Uijeongbu-si"
"564245",1460658,5560625,29,20180629,94,"2,295","mobile","Gyeonggi-do","Uijeongbu-si"
"564246",1460740,4483818,2,20180717,23,"191","mobile","Jeollanam-do","Suncheon-si"
"564459",3172172,873864,4,20180916,196,"3,694","mobile","Seoul","Seoul"
"564460",3172172,836878,6,20180916,84,"612","mobile","Seoul","Seoul"
"565033",3835931,10717723,5,20180405,72,"1,684","mobile","Seoul","Seoul"
"565432",1874980,1335827,4,20180908,38,"543","mobile","Chungcheongnam-do","Geumsan-gun"
"566055",3046994,1216662,91,20180910,71,"2,431","mobile","Chungcheongnam-do","Boryeong-si"
"566056",3046994,1144865,96,20180911,101,"1,149","mobile","Chungcheongnam-do","Boryeong-si"
"566057",3046994,1300425,82,20180909,220,"1,339","mobile","Chungcheongnam-do","Boryeong-si"
"566058",3046994,225219,137,20180927,176,"1,293","mobile","Chungcheongnam-do","Boryeong-si"
"566059",3046994,650776,121,20180919,126,"1,915","mobile","Chungcheongnam-do","Boryeong-si"
"566060",3046994,1271988,84,20180909,148,"640","mobile","Chungcheongnam-do","Boryeong-si"
"566061",3046994,1574965,73,20180904,225,"8,203","mobile","Busan","Busan"
"566534",4400853,7889310,11,20180522,11,"106","mobile","Busan","Busan"
"566535",4400853,7890212,9,20180522,74,"957","mobile","Busan","Busan"
"566868",1148471,8350357,40,20180514,88,"1,201","mobile","Seoul","Seoul"
"566869",1148471,10898143,35,20180402,23,"101","mobile","Seoul","Seoul"
"566923",1157680,8839788,2,20180506,312,"2,678","mobile","Seoul","Seoul"
"566948",5593060,6801452,3,20180609,32,"265","mobile","Gyeonggi-do","Ansan-si"
"567718",3149376,2809650,121,20180814,9,"265","desktop","Seoul","Seoul"
"567719",3149376,3046919,110,20180810,9,"2,226","desktop","Seoul","Seoul"
"567795",3053740,9199483,15,20180430,24,"381","mobile","Busan","Busan"
"567796",3053740,7324284,19,20180531,43,"1,073","mobile","Busan","Busan"
"568474",6121131,262113,4,20180926,43,"342","mobile","Gyeonggi-do","Bucheon-si"
"568898",3624573,3907115,2,20180726,82,"1,582","mobile","Gyeonggi-do","Anyang"
"569441",831698,6323759,1,20180616,61,"1,742","mobile","Seoul","Seoul"
"569523",4786562,7926010,41,20180521,42,"1,303","mobile","Seoul","Seoul"
"569524",4786562,8603786,32,20180510,25,"567","mobile","Seoul","Seoul"
"569525",4786562,9530100,14,20180424,96,"1,635","mobile","Seoul","Seoul"
"569526",4786562,6127194,47,20180620,119,"2,757","mobile","Seoul","Seoul"
"569527",4786562,3082193,55,20180809,79,"1,921","mobile","Seoul","Seoul"
"569528",4786562,9503624,15,20180425,58,"637","mobile","Seoul","Seoul"
"569529",4786562,5580112,49,20180629,119,"2,222","mobile","Seoul","Seoul"
"569668",1929399,10453385,3,20180409,31,"188","mobile","Daegu","Daegu"
"569669",1929399,10947688,1,20180401,43,"691","mobile","Seoul","Seoul"
"569863",1525347,1653406,12,20180903,14,"130","mobile","Seoul","Seoul"
"569966",1536790,9241037,3,20180429,14,"186","mobile","Seoul","Seoul"
"569967",1536790,9237517,4,20180429,1,"","mobile","Gyeongsangnam-do","Jinju-si"
"570289",3851296,3266517,10,20180806,18,"303","mobile","Seoul","Seoul"
"570653",5295544,9024601,9,20180503,47,"296","mobile","Seoul","Seoul"
"570657",3118326,9673897,1,20180422,16,"91","mobile","Incheon","Incheon"
"570742",3135631,8827213,51,20180506,213,"3,359","mobile","Seoul","Seoul"
"571218",5730565,7475179,40,20180528,40,"2,260","mobile","Busan","Busan"
"571219",5730565,7966794,35,20180520,87,"1,010","mobile","Busan","Busan"
"571220",5730565,7301867,44,20180531,29,"345","mobile","Busan","Busan"
"571750",3450606,4182261,11,20180722,76,"2,263","mobile","Gyeonggi-do","Bucheon-si"
"571751",3450606,2192337,37,20180824,30,"481","mobile","Seoul","Seoul"
"571926",3518989,2166250,1,20180825,41,"698","mobile","Gyeonggi-do","Hwaseong-si"
"572548",1511306,6266204,4,20180617,432,"8,973","mobile","Chungcheongnam-do","Gongju-si"
"572684",3937377,9642419,1,20180422,24,"438","mobile","Jeollanam-do","Jangheung-gun"
"573055",337135,5014500,25,20180708,161,"3,310","mobile","Incheon","Incheon"
"573056",337135,836087,99,20180916,46,"2,533","mobile","Incheon","Incheon"
"573057",337135,1437957,94,20180906,130,"2,130","mobile","Gyeonggi-do","Bucheon-si"
"573058",337135,4003514,55,20180724,47,"2,122","mobile","Incheon","Incheon"
"573059",337135,1392851,95,20180907,60,"916","mobile","Gyeonggi-do","Bucheon-si"
"573625",2807682,5687817,17,20180627,59,"2,062","mobile","Daegu","Daegu"
"573754",2816978,8437606,80,20180513,70,"1,241","mobile","Seoul","Seoul"
"573755",2816978,6530278,98,20180613,15,"59","mobile","Seoul","Seoul"
"574124",392651,9277256,2,20180429,83,"1,041","mobile","Seoul","Seoul"
"574252",3091690,2325868,4,20180822,79,"720","mobile","Busan","Busan"
"574872",1228866,2910776,2,20180812,158,"1,131","mobile","Seoul","Seoul"
"575016",3957056,5748320,1,20180626,54,"544","mobile","Gyeonggi-do","Anyang"
"575206",3899200,6904488,1,20180607,15,"122","mobile","Seoul","Seoul"
"575405",2635331,10862037,4,20180402,24,"261","mobile","Busan","Busan"
"575406",2635331,10848460,7,20180403,53,"603","mobile","Busan","Busan"
"575660",6438752,7658873,2,20180525,155,"5,411","mobile","Gyeonggi-do","Yongin-si"
"575897",3451245,977836,19,20180914,48,"1,446","mobile","Busan","Busan"
"576200",2359531,1262450,6,20180909,55,"1,649","mobile","Gyeonggi-do","Gwangju-si"
"576746",1638362,6602808,359,20180612,111,"1,402","mobile","Seoul","Seoul"
"576747",1638362,9325072,282,20180428,29,"1,968","mobile","Chungcheongnam-do","Seosan-si"
"577213",1159778,5269363,3,20180704,7,"639","mobile","Seoul","Seoul"
"577801",5251154,1850070,1,20180830,70,"2,176","mobile","Seoul","Seoul"
"577975",3062527,5346340,128,20180703,137,"1,949","mobile","Gyeonggi-do","Namyangju-si"
"577976",3062527,9235031,74,20180429,20,"121","mobile","Gyeonggi-do","Namyangju-si"
"577977",3062527,6769746,100,20180609,75,"1,172","mobile","Gyeonggi-do","Namyangju-si"
"577978",3062527,6043062,117,20180621,203,"3,107","mobile","Seoul","Seoul"
"577979",3062527,5364315,127,20180702,262,"3,195","mobile","Gyeonggi-do","Namyangju-si"
"577980",3062527,3186442,148,20180807,59,"1,140","mobile","Gyeonggi-do","Namyangju-si"
"577981",3062527,5928028,123,20180623,57,"394","mobile","Gyeonggi-do","Namyangju-si"
"577982",3062527,8075005,93,20180518,51,"268","mobile","Gyeonggi-do","Namyangju-si"
"577983",3062527,8436571,84,20180513,56,"781","mobile","Gyeonggi-do","Namyangju-si"
"577984",3062527,9250488,73,20180429,92,"880","mobile","Gyeonggi-do","Namyangju-si"
"577985",3062527,6034340,118,20180621,22,"499","mobile","Seoul","Seoul"
"578081",3058208,10673380,146,20180405,462,"5,056","mobile","Busan","Busan"
"578082",3058208,10751521,144,20180404,75,"569","mobile","Daegu","Daegu"
"578664",1495363,9251006,147,20180429,102,"693","mobile","Seoul","Seoul"
"578665",1495363,9067866,157,20180502,127,"2,391","mobile","Seoul","Seoul"
"578666",1495363,9258692,146,20180429,97,"538","mobile","Seoul","Seoul"
"578667",1495363,8426238,179,20180513,25,"608","mobile","Seoul","Seoul"
"578668",1495363,8528455,173,20180511,43,"448","mobile","Seoul","Seoul"
"578669",1495363,2712238,270,20180815,79,"739","mobile","Seoul","Seoul"
"578802",6531117,5580433,6,20180629,34,"340","mobile","Daegu","Daegu"
"579107",1880011,9658501,50,20180422,81,"933","mobile","Gyeongsangbuk-do","Gimcheon-si"
"579108",1880011,4802234,61,20180711,93,"2,019","mobile","Gyeongsangbuk-do","Gimcheon-si"
"579109",1880011,4277900,62,20180720,29,"283","mobile","Seoul","Seoul"
"579110",1880011,3734850,68,20180729,25,"1,068","mobile","Gyeongsangbuk-do","Gimcheon-si"
"579111",1880011,3886176,65,20180726,70,"681","mobile","Gyeongsangbuk-do","Gimcheon-si"
"579759",607791,10306505,133,20180411,71,"753","mobile","Chungcheongnam-do","Cheonan-si"
"580055",625017,9861212,4,20180419,21,"141","mobile","Seoul","Seoul"
"580056",625017,9874569,3,20180419,220,"1,932","mobile","Seoul","Seoul"
"581225",6011811,9425866,49,20180426,17,"246","mobile","Chungcheongnam-do","Dangjin-si"
"581226",6011811,6575035,59,20180612,85,"1,283","mobile","Chungcheongnam-do","Dangjin-si"
"581687",4250776,1971513,4,20180828,38,"2,017","mobile","Seoul","Seoul"
"581688",4250776,2006407,2,20180828,44,"390","mobile","Gyeonggi-do","Suwon-si"
"581689",4250776,1974745,3,20180828,66,"233","mobile","Seoul","Seoul"
"582348",5954485,3613599,16,20180731,39,"925","mobile","Daegu","Daegu"
"582349",5954485,10881868,10,20180402,65,"2,249","mobile","Daegu","Daegu"
"582570",3170821,8828808,6,20180506,56,"396","mobile","Gwangju","Gwangju"
"582571",3170821,6960158,13,20180606,92,"583","mobile","Gwangju","Gwangju"
"582759",6477144,9804590,5,20180420,36,"725","mobile","Gyeongsangnam-do","Haman-gun"
"582760",6477144,10561378,3,20180407,50,"1,837","mobile","Busan","Busan"
"582761",6477144,8273486,9,20180515,44,"769","mobile","Busan","Busan"
"583117",3403485,6510549,28,20180613,31,"271","mobile","Seoul","Seoul"
"583118",3403485,8416035,24,20180513,94,"3,997","mobile","Seoul","Seoul"
"583119",3403485,1006372,36,20180913,70,"339","mobile","Seoul","Seoul"
"583243",6026114,9319361,4,20180428,42,"451","mobile","Busan","Busan"
"583244",6026114,9492297,3,20180425,90,"3,121","mobile","Busan","Busan"
"583739",6019904,2910841,46,20180812,17,"873","mobile","Gyeonggi-do","Suwon-si"
"583740",6019904,8515932,34,20180511,104,"2,761","mobile","Seoul","Seoul"
"583741",6020065,5767181,137,20180626,82,"983","mobile","Seoul","Seoul"
"583942",5295927,7156840,21,20180603,57,"300","mobile","Gyeonggi-do","Pyeongtaek-si"
"583943",5295927,4992977,53,20180708,14,"130","mobile","Gyeonggi-do","Pyeongtaek-si"
"583944",5295927,7138839,22,20180603,128,"1,575","mobile","Seoul","Seoul"
"583945",5295927,7596141,20,20180526,66,"677","mobile","Gyeonggi-do","Pyeongtaek-si"
"583946",5295927,9254185,4,20180429,48,"898","mobile","Gyeonggi-do","Pyeongtaek-si"
"583947",5295927,5158798,45,20180706,80,"1,423","mobile","Gyeonggi-do","Pyeongtaek-si"
"583997",5299038,8028056,149,20180519,62,"1,217","mobile","Busan","Busan"
"583998",5299038,8163700,145,20180517,275,"7,259","mobile","Busan","Busan"
"583999",5299038,6546600,175,20180613,191,"3,162","mobile","Busan","Busan"
"584158",5241058,1033618,6,20180913,33,"339","mobile","Busan","Busan"
"584159",5241058,988214,8,20180914,54,"1,356","mobile","Busan","Busan"
"584621",603625,3849996,32,20180727,9,"61","mobile","Gyeongsangbuk-do","Gumi-si"
"585053",2908855,6932228,8,20180606,94,"1,352","mobile","Busan","Busan"
"585733",1549588,9466542,14,20180425,76,"1,724","mobile","Gyeonggi-do","Siheung-si"
"586493",3402116,6949712,4,20180606,90,"4,703","mobile","Seoul","Seoul"
"586494",3402116,10459190,1,20180409,43,"381","mobile","Incheon","Incheon"
"586524",3414922,922060,33,20180915,52,"1,388","mobile","Seoul","Seoul"
"586525",3414922,922881,32,20180915,79,"1,001","mobile","Seoul","Seoul"
"586526",3414922,5931299,20,20180623,79,"975","mobile","Seoul","Seoul"
"586966",498841,2818760,222,20180814,131,"1,930","mobile","Seoul","Seoul"
"586967",498841,2783213,224,20180814,20,"602","mobile","Seoul","Seoul"
"586968",498841,5868810,214,20180624,153,"1,004","mobile","Seoul","Seoul"
"587281",1334799,7655228,27,20180525,186,"2,459","mobile","Seoul","Seoul"
"587668",5854113,9311903,65,20180428,334,"4,176","mobile","Seoul","Seoul"
"588331",2432322,1938620,4,20180829,23,"234","mobile","Seoul","Seoul"
"588568",1288402,10041657,3,20180416,24,"413","mobile","Seoul","Seoul"
"588647",1451981,3996953,7,20180725,30,"2,399","mobile","Seoul","Seoul"
"588648",1451981,1270131,22,20180909,61,"2,157","mobile","Seoul","Seoul"
"588649",1451981,3474479,14,20180802,32,"1,613","mobile","Seoul","Seoul"
"588687",3909425,8096219,13,20180518,18,"178","mobile","Seoul","Seoul"
"588688",3909425,10852545,9,20180402,234,"1,157","mobile","Incheon","Incheon"
"588689",3909425,9761807,12,20180420,99,"917","mobile","Seoul","Seoul"
"588989",3429579,4779573,6,20180712,30,"348","mobile","Seoul","Seoul"
"588990",3429579,4760263,7,20180712,2,"5","mobile","Seoul","Seoul"
"589029",3353077,3183471,3,20180807,76,"488","mobile","Seoul","Seoul"
"589030",3353077,3037075,6,20180810,41,"266","mobile","Seoul","Seoul"
"589031",3353077,3183008,5,20180807,37,"536","mobile","Seoul","Seoul"
"589166",6309883,7953248,2,20180521,20,"210","mobile","Gyeonggi-do","Paju-si"
"589694",4694191,8562282,129,20180510,186,"3,162","mobile","Chungcheongnam-do","Gongju-si"
"589695",4694191,8938951,127,20180504,45,"307","mobile","Chungcheongnam-do","Gongju-si"
"589696",4694191,9014662,126,20180503,31,"444","mobile","Seoul","Seoul"
"589697",4694191,3748649,219,20180729,51,"489","mobile","Chungcheongnam-do","Gongju-si"
"589698",4694191,4047776,213,20180724,37,"604","mobile","Seoul","Seoul"
"589699",4694191,2307119,257,20180822,114,"2,697","mobile","Chungcheongnam-do","Gongju-si"
"589700",4694191,899472,283,20180915,13,"197","mobile","Seoul","Seoul"
"589701",4694191,7758253,139,20180524,15,"691","mobile","Seoul","Seoul"
"589702",4694191,2115678,261,20180826,40,"628","mobile","Chungcheongnam-do","Gongju-si"
"589703",4694191,3015555,234,20180810,169,"3,544","mobile","Chungcheongnam-do","Gongju-si"
"589704",4694191,10573667,114,20180407,32,"296","mobile","Seoul","Seoul"
"589705",4694191,2560245,249,20180818,29,"301","mobile","Busan","Busan"
"589706",4694191,2828247,240,20180814,83,"4,785","mobile","Chungcheongnam-do","Gongju-si"
"589751",4695099,9914078,1,20180418,18,"380","mobile","Busan","Busan"
"589798",4696310,524458,16,20180921,32,"259","mobile","Gangwon-do","Yeongwol-gun"
"589932",1361851,7962975,11,20180520,265,"3,039","mobile","Gangwon-do","Wonju-si"
"589933",1361851,7476217,15,20180528,107,"1,206","mobile","Gangwon-do","Wonju-si"
"589934",1361851,7359369,17,20180530,132,"1,671","mobile","Gangwon-do","Wonju-si"
"589935",1361851,7841957,13,20180522,50,"1,416","mobile","Gangwon-do","Wonju-si"
"589936",1361851,7293073,18,20180531,15,"114","mobile","Gangwon-do","Wonju-si"
"589937",1361851,4644948,22,20180714,79,"1,067","mobile","Gangwon-do","Wonju-si"
"589938",1361851,5116987,20,20180706,57,"1,415","mobile","Gangwon-do","Wonju-si"
"590040",1363262,1015608,1,20180913,48,"598","mobile","Busan","Busan"
"590494",2532246,7547419,2,20180527,101,"2,192","mobile","Seoul","Seoul"
"590495",2532246,6470006,55,20180614,54,"577","mobile","Seoul","Seoul"
"590496",2532246,6600423,52,20180612,84,"1,471","mobile","Seoul","Seoul"
"590497",2532246,6957544,24,20180606,115,"998","mobile","Seoul","Seoul"
"590711",2373363,918448,83,20180915,57,"929","mobile","Seoul","Seoul"
"591330",2351638,7108772,1,20180604,37,"536","mobile","Busan","Busan"
"591429",2348890,9887011,22,20180418,40,"459","mobile","Seoul","Seoul"
"591430",2348890,9887977,18,20180418,40,"394","mobile","Seoul","Seoul"
"591473",6318150,264577,8,20180926,127,"1,108","mobile","Gyeonggi-do","Guri-si"
"591722",3452270,5860291,97,20180624,93,"671","mobile","Gyeonggi-do","Gwangmyeong-si"
"591723",3452270,5422331,104,20180701,55,"464","mobile","Gyeonggi-do","Gwangmyeong-si"
"591724",3452270,4306926,116,20180719,40,"427","mobile","Seoul","Seoul"
"591883",6384394,2487984,38,20180819,54,"330","mobile","Jeollabuk-do","Gimje-si"
"591985",3768118,3651585,6,20180730,47,"1,174","mobile","Seoul","Seoul"
"592532",615027,264977,16,20180926,52,"1,064","mobile","Seoul","Seoul"
"592533",615110,1324881,2,20180908,104,"1,272","mobile","Gyeonggi-do","Suwon-si"
"592564",617836,5706324,12,20180627,174,"1,686","mobile","Seoul","Seoul"
"592589",620833,3955677,46,20180725,12,"122","mobile","Seoul","Seoul"
"592590",620833,5782720,36,20180625,64,"554","mobile","Seoul","Seoul"
"592772",1772882,4397590,2,20180718,66,"1,485","mobile","Seoul","Seoul"
"592782",1775783,3147014,31,20180808,14,"192","mobile","Gyeonggi-do","Bucheon-si"
"592783",1775783,5421730,27,20180701,20,"1,023","mobile","Gyeonggi-do","Bucheon-si"
"592934",609652,7810892,143,20180523,139,"1,897","mobile","Gyeonggi-do","Ansan-si"
"592935",609652,7325240,152,20180531,10,"92","mobile","Gyeonggi-do","Ansan-si"
"592936",609652,2109088,200,20180826,17,"114","mobile","Gyeonggi-do","Ansan-si"
"592937",609652,2048636,201,20180827,216,"2,976","mobile","Gyeonggi-do","Ansan-si"
"593053",6586023,792894,17,20180917,97,"659","mobile","Seoul","Seoul"
"593054",6586023,276362,26,20180926,64,"661","mobile","Seoul","Seoul"
"593372",1404479,6640887,8,20180611,20,"287","mobile","Busan","Busan"
"593373",1404479,4868434,30,20180710,26,"312","mobile","Gyeonggi-do","Uijeongbu-si"
"593374",1404479,5305141,25,20180703,15,"518","mobile","Busan","Busan"
